rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,note_current_output,mode,mode_counts,adjone,adjtwo,adjthree,information,note_accumulated_error_counts,err_failed_mode_count,err_failed_XI_format,err_failed_checkInformation,err_trigger_unknown_error_occured,err_bad_uppercase_character,err_bad_lowercase_character,err_bad_three_adj_element,err_bad_first_element,err_bad_character,err_wrong_element_length
1720654912160770953,,17,,1720654912,160372495,"""parsed arduino output""","""----following is current parsed message----""","""S""",0,0,2768,1,'',"""----following are accumulated error counts----""",0,0,0,0,0,13,0,0,0,0
1720654913134450054,,18,,1720654913,133620500,"""parsed arduino output""","""----following is current parsed message----""","""S""",1,0,2560,0,'',"""----following are accumulated error counts----""",0,0,0,0,0,13,0,0,0,0
1720654914133693135,,19,,1720654914,133118391,"""parsed arduino output""","""----following is current parsed message----""","""S""",2,0,32,0,'',"""----following are accumulated error counts----""",0,0,0,0,0,13,0,0,0,0
1720654915133028684,,20,,1720654915,132335901,"""parsed arduino output""","""----following is current parsed message----""",'',0,0,0,0,'',"""----following are accumulated error counts----""",0,0,0,0,0,13,0,0,0,0
1720654915139125427,,21,,1720654915,138808488,"""parsed arduino output""","""----following is current parsed message----""","""L""",3,0,0,0,'',"""----following are accumulated error counts----""",0,0,0,0,0,13,0,0,0,0
1720654915932354073,,22,,1720654915,931123256,"""parsed arduino output""","""----following is current parsed message----""",'',0,0,0,0,'',"""----following are accumulated error counts----""",0,0,0,0,0,13,0,0,0,0
1720654915932364776,,23,,1720654915,932077407,"""parsed arduino output""","""----following is current parsed message----""","""X""",1,0,0,0,'',"""----following are accumulated error counts----""",0,0,0,0,0,13,0,0,0,0
1720654916132156087,,24,,1720654916,131737232,"""parsed arduino output""","""----following is current parsed message----""",'',0,0,0,0,'',"""----following are accumulated error counts----""",0,0,0,0,0,13,0,0,0,0
1720654916141234990,,25,,1720654916,140120267,"""parsed arduino output""","""----following is current parsed message----""",'',0,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654917135726764,,26,,1720654917,135202646,"""parsed arduino output""","""----following is current parsed message----""","""L""",5,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654918136911615,,27,,1720654918,134459495,"""parsed arduino output""","""----following is current parsed message----""","""L""",6,0,16,1,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654919134192038,,28,,1720654919,133910894,"""parsed arduino output""","""----following is current parsed message----""","""L""",7,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654920133496393,,29,,1720654920,133211135,"""parsed arduino output""","""----following is current parsed message----""","""L""",8,0,16,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654921133253144,,30,,1720654921,132718086,"""parsed arduino output""","""----following is current parsed message----""","""L""",9,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654922132498377,,31,,1720654922,132135868,"""parsed arduino output""","""----following is current parsed message----""","""L""",10,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654923136181030,,32,,1720654923,135600090,"""parsed arduino output""","""----following is current parsed message----""","""L""",11,0,16,1,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654924135542185,,33,,1720654924,135080099,"""parsed arduino output""","""----following is current parsed message----""","""L""",12,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654925134701900,,34,,1720654925,134336233,"""parsed arduino output""","""----following is current parsed message----""","""L""",13,0,16,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654926134084222,,35,,1720654926,133665800,"""parsed arduino output""","""----following is current parsed message----""","""L""",14,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654927133519770,,36,,1720654927,133249521,"""parsed arduino output""","""----following is current parsed message----""","""L""",15,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654928133090846,,37,,1720654928,132672071,"""parsed arduino output""","""----following is current parsed message----""","""L""",16,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654929136537133,,38,,1720654929,135884761,"""parsed arduino output""","""----following is current parsed message----""","""L""",17,0,16,1,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654930135789574,,39,,1720654930,135314226,"""parsed arduino output""","""----following is current parsed message----""","""L""",18,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654931134975171,,40,,1720654931,134572267,"""parsed arduino output""","""----following is current parsed message----""","""L""",19,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654932134308748,,41,,1720654932,134057998,"""parsed arduino output""","""----following is current parsed message----""","""L""",20,0,16,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654933134668355,,42,,1720654933,133579015,"""parsed arduino output""","""----following is current parsed message----""","""L""",21,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654934133178271,,43,,1720654934,132907867,"""parsed arduino output""","""----following is current parsed message----""","""L""",22,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654935132757548,,44,,1720654935,132386445,"""parsed arduino output""","""----following is current parsed message----""","""L""",23,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654936132032911,,45,,1720654936,131715059,"""parsed arduino output""","""----following is current parsed message----""","""L""",24,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654937135506222,,46,,1720654937,135000228,"""parsed arduino output""","""----following is current parsed message----""","""L""",25,0,16,1,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654938134808734,,47,,1720654938,134476661,"""parsed arduino output""","""----following is current parsed message----""","""L""",26,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654939134234311,,48,,1720654939,133873462,"""parsed arduino output""","""----following is current parsed message----""","""L""",27,0,16,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654940133634250,,49,,1720654940,133315324,"""parsed arduino output""","""----following is current parsed message----""","""L""",28,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654941133100912,,50,,1720654941,132732391,"""parsed arduino output""","""----following is current parsed message----""","""L""",29,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654942132397902,,51,,1720654942,132132291,"""parsed arduino output""","""----following is current parsed message----""","""L""",30,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654943135581976,,52,,1720654943,135306835,"""parsed arduino output""","""----following is current parsed message----""","""L""",31,0,16,1,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654944134991143,,53,,1720654944,134741544,"""parsed arduino output""","""----following is current parsed message----""","""L""",32,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654945134448253,,54,,1720654945,134159088,"""parsed arduino output""","""----following is current parsed message----""","""L""",33,0,16,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654946133958059,,55,,1720654946,133652448,"""parsed arduino output""","""----following is current parsed message----""","""L""",34,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654947133335891,,56,,1720654947,133004426,"""parsed arduino output""","""----following is current parsed message----""","""L""",35,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654948132714641,,57,,1720654948,132434368,"""parsed arduino output""","""----following is current parsed message----""","""L""",36,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654949132336770,,58,,1720654949,131945371,"""parsed arduino output""","""----following is current parsed message----""","""L""",37,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654950136599116,,59,,1720654950,135468482,"""parsed arduino output""","""----following is current parsed message----""","""L""",38,0,16,1,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654951134937802,,60,,1720654951,134599447,"""parsed arduino output""","""----following is current parsed message----""","""L""",39,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654952135208236,,61,,1720654952,134294986,"""parsed arduino output""","""----following is current parsed message----""","""L""",40,0,16,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654953133967569,,62,,1720654953,133509874,"""parsed arduino output""","""----following is current parsed message----""","""L""",41,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654954133188618,,63,,1720654954,132874250,"""parsed arduino output""","""----following is current parsed message----""","""L""",42,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654955136480245,,64,,1720654955,136166095,"""parsed arduino output""","""----following is current parsed message----""","""L""",43,0,16,1,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654956135809867,,65,,1720654956,135487079,"""parsed arduino output""","""----following is current parsed message----""","""L""",44,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654957135293527,,66,,1720654957,135023593,"""parsed arduino output""","""----following is current parsed message----""","""L""",45,0,16,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654958134921414,,67,,1720654958,134480237,"""parsed arduino output""","""----following is current parsed message----""","""L""",46,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654959135185420,,68,,1720654959,134171247,"""parsed arduino output""","""----following is current parsed message----""","""L""",47,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654960133591561,,69,,1720654960,133229255,"""parsed arduino output""","""----following is current parsed message----""","""L""",48,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654961135473827,,70,,1720654961,132679224,"""parsed arduino output""","""----following is current parsed message----""","""L""",49,0,16,1,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654962132398050,,71,,1720654962,132069587,"""parsed arduino output""","""----following is current parsed message----""","""L""",50,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654963135435839,,72,,1720654963,135190963,"""parsed arduino output""","""----following is current parsed message----""","""L""",51,0,16,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654964135012494,,73,,1720654964,134704828,"""parsed arduino output""","""----following is current parsed message----""","""L""",52,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654965134513102,,74,,1720654965,134185314,"""parsed arduino output""","""----following is current parsed message----""","""L""",53,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654966134150877,,75,,1720654966,133611917,"""parsed arduino output""","""----following is current parsed message----""","""L""",54,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654967133373350,,76,,1720654967,133045673,"""parsed arduino output""","""----following is current parsed message----""","""L""",55,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654968137199655,,77,,1720654968,136409044,"""parsed arduino output""","""----following is current parsed message----""","""L""",56,0,16,1,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654969135944437,,78,,1720654969,135596752,"""parsed arduino output""","""----following is current parsed message----""","""L""",57,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654970135297187,,79,,1720654970,135094165,"""parsed arduino output""","""----following is current parsed message----""","""L""",58,0,16,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654971135188012,,80,,1720654971,134675025,"""parsed arduino output""","""----following is current parsed message----""","""L""",59,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654972134258533,,81,,1720654972,133964061,"""parsed arduino output""","""----following is current parsed message----""","""L""",60,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654973133793907,,82,,1720654973,133395433,"""parsed arduino output""","""----following is current parsed message----""","""L""",61,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654974133296230,,83,,1720654974,132830142,"""parsed arduino output""","""----following is current parsed message----""","""L""",62,0,16,1,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654975132525805,,84,,1720654975,132237672,"""parsed arduino output""","""----following is current parsed message----""","""L""",63,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654976136958004,,85,,1720654976,135672092,"""parsed arduino output""","""----following is current parsed message----""","""L""",64,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654977136171203,,86,,1720654977,135677814,"""parsed arduino output""","""----following is current parsed message----""","""L""",65,0,16,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654978135491959,,87,,1720654978,135127782,"""parsed arduino output""","""----following is current parsed message----""","""L""",66,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654979134123244,,88,,1720654979,133727312,"""parsed arduino output""","""----following is current parsed message----""","""L""",67,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654980134441961,,89,,1720654980,133472442,"""parsed arduino output""","""----following is current parsed message----""","""L""",68,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654981133028259,,90,,1720654981,132658481,"""parsed arduino output""","""----following is current parsed message----""","""L""",69,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654982136219637,,91,,1720654982,135838985,"""parsed arduino output""","""----following is current parsed message----""","""L""",70,0,16,1,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654983136729270,,92,,1720654983,136178255,"""parsed arduino output""","""----following is current parsed message----""","""L""",71,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654984134926067,,93,,1720654984,134604215,"""parsed arduino output""","""----following is current parsed message----""","""L""",72,0,16,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654985134528957,,94,,1720654985,134188652,"""parsed arduino output""","""----following is current parsed message----""","""L""",73,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654986133894242,,95,,1720654986,133560180,"""parsed arduino output""","""----following is current parsed message----""","""L""",74,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654987133504720,,96,,1720654987,133039951,"""parsed arduino output""","""----following is current parsed message----""","""L""",75,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654988132763376,,97,,1720654988,132436513,"""parsed arduino output""","""----following is current parsed message----""","""L""",76,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654989136929251,,98,,1720654989,136045932,"""parsed arduino output""","""----following is current parsed message----""","""L""",77,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654990137152416,,99,,1720654990,135068655,"""parsed arduino output""","""----following is current parsed message----""","""L""",78,0,16,1,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654991136848821,,100,,1720654991,135826826,"""parsed arduino output""","""----following is current parsed message----""","""L""",79,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654992134360644,,101,,1720654992,133852481,"""parsed arduino output""","""----following is current parsed message----""","""L""",80,0,16,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654993133812900,,102,,1720654993,133442401,"""parsed arduino output""","""----following is current parsed message----""","""L""",81,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654994133329712,,103,,1720654994,132822036,"""parsed arduino output""","""----following is current parsed message----""","""L""",82,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654995136223071,,104,,1720654995,135926485,"""parsed arduino output""","""----following is current parsed message----""","""L""",83,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654996135825438,,105,,1720654996,135334253,"""parsed arduino output""","""----following is current parsed message----""","""L""",84,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654997136212431,,106,,1720654997,135959863,"""parsed arduino output""","""----following is current parsed message----""","""L""",85,0,16,1,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654998135378321,,107,,1720654998,134527683,"""parsed arduino output""","""----following is current parsed message----""","""L""",86,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720654999134118074,,108,,1720654999,133793592,"""parsed arduino output""","""----following is current parsed message----""","""L""",87,0,16,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655000135055135,,109,,1720655000,134060382,"""parsed arduino output""","""----following is current parsed message----""","""L""",88,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655001132817526,,110,,1720655001,132493257,"""parsed arduino output""","""----following is current parsed message----""","""L""",89,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655002136017375,,111,,1720655002,135724067,"""parsed arduino output""","""----following is current parsed message----""","""L""",90,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655003137103310,,112,,1720655003,135534286,"""parsed arduino output""","""----following is current parsed message----""","""L""",91,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655004135125196,,113,,1720655004,134628295,"""parsed arduino output""","""----following is current parsed message----""","""L""",92,0,16,1,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655005134313219,,114,,1720655005,134007215,"""parsed arduino output""","""----following is current parsed message----""","""L""",93,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655006134621551,,115,,1720655006,133385896,"""parsed arduino output""","""----following is current parsed message----""","""L""",94,0,16,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655007133138736,,116,,1720655007,132854700,"""parsed arduino output""","""----following is current parsed message----""","""L""",95,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655008136458328,,117,,1720655008,136096239,"""parsed arduino output""","""----following is current parsed message----""","""L""",96,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655009137396346,,118,,1720655009,136930704,"""parsed arduino output""","""----following is current parsed message----""","""L""",97,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655010135561225,,119,,1720655010,135170459,"""parsed arduino output""","""----following is current parsed message----""","""L""",98,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655011135163496,,120,,1720655011,134525537,"""parsed arduino output""","""----following is current parsed message----""","""L""",99,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655012134445300,,121,,1720655012,133961439,"""parsed arduino output""","""----following is current parsed message----""","""L""",100,0,16,1,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655013133971467,,122,,1720655013,133249998,"""parsed arduino output""","""----following is current parsed message----""","""L""",101,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655014138366039,,123,,1720655014,136795282,"""parsed arduino output""","""----following is current parsed message----""","""L""",102,0,16,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655015136320608,,124,,1720655015,135918378,"""parsed arduino output""","""----following is current parsed message----""","""L""",103,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655016135928609,,125,,1720655016,135322332,"""parsed arduino output""","""----following is current parsed message----""","""L""",104,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655017135092901,,126,,1720655017,134797096,"""parsed arduino output""","""----following is current parsed message----""","""L""",105,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655018135675332,,127,,1720655018,134503364,"""parsed arduino output""","""----following is current parsed message----""","""L""",106,0,16,1,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655019135519395,,128,,1720655019,133655071,"""parsed arduino output""","""----following is current parsed message----""","""L""",107,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655020133406491,,129,,1720655020,133031606,"""parsed arduino output""","""----following is current parsed message----""","""L""",108,0,16,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655021138898271,,130,,1720655021,136318206,"""parsed arduino output""","""----following is current parsed message----""","""L""",109,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655022136118810,,131,,1720655022,135793447,"""parsed arduino output""","""----following is current parsed message----""","""L""",110,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655023135640594,,132,,1720655023,135165452,"""parsed arduino output""","""----following is current parsed message----""","""L""",111,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655024135454333,,133,,1720655024,135043144,"""parsed arduino output""","""----following is current parsed message----""","""L""",112,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655025134347319,,134,,1720655025,134017944,"""parsed arduino output""","""----following is current parsed message----""","""L""",113,0,0,0,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
1720655026133756571,,135,,1720655026,133449077,"""parsed arduino output""","""----following is current parsed message----""","""L""",114,0,16,1,'',"""----following are accumulated error counts----""",1,0,0,0,0,13,0,0,0,0
